site_no	date_time	tz_cd	dd	accuracy_cd	value	prec	remark
15N	14N	6S	2N	5S	16N	1S	1S
02146750	19961002143000	EST	1	1	110	3	
02146750	19961002143500	EST	1	1	110	3	
02146750	19961002144000	EST	1	1	109	3	
02146750	19961002144500	EST	1	1	109	3	
02146750	19961002145000	EST	1	1	109	3	
02146750	19961002145500	EST	1	1	108	3	
02146750	19961002150000	EST	1	1	109	3	
02146750	19961002150500	EST	1	1	109	3	
02146750	19961002151000	EST	1	1	109	3	
02146750	19961002151500	EST	1	1	110	3	
02146750	19961002152000	EST	1	1	110	3	
02146750	19961002152500	EST	1	1	110	3	
02146750	19961002153000	EST	1	1	110	3	
02146750	19961002153500	EST	1	1	110	3	
02146750	19961002154000	EST	1	1	110	3	
02146750	19961002154500	EST	1	1	110	3	
02146750	19961002155000	EST	1	1	109	3	
02146750	19961002155500	EST	1	1	107	3	
02146750	19961002160000	EST	1	1	104	3	
02146750	19961002160500	EST	1	1	103	3	
02146750	19961002161000	EST	1	1	102	3	
02146750	19961002161500	EST	1	1	102	3	
02146750	19961002162000	EST	1	1	101	3	
02146750	19961002162500	EST	1	1	101	3	
02146750	19961002163000	EST	1	1	101	3	
02146750	19961002163500	EST	1	1	101	3	
02146750	19961002164000	EST	1	1	101	3	
02146750	19961002164500	EST	1	1	101	3	
02146750	19961002165000	EST	1	1	101	3	
02146750	19961002165500	EST	1	1	101	3	
02146750	19961002170000	EST	1	1	101	3	
02146750	19961002170500	EST	1	1	101	3	
02146750	19961002171000	EST	1	1	101	3	
02146750	19961002171500	EST	1	1	101	3	
02146750	19961002172000	EST	1	1	101	3	
02146750	19961002172500	EST	1	1	101	3	
02146750	19961002173000	EST	1	1	99.9	3	
02146750	19961002173500	EST	1	1	99.9	3	
02146750	19961002174000	EST	1	1	97	2	
02146750	19961002174500	EST	1	1	95	2	
02146750	19961002175000	EST	1	1	94	2	
02146750	19961002175500	EST	1	1	93	2	
02146750	19961002180000	EST	1	1	91	2	
02146750	19961002180500	EST	1	1	91	2	
02146750	19961002181000	EST	1	1	90	2	
02146750	19961002181500	EST	1	1	90	2	
02146750	19961002182000	EST	1	1	89	2	
02146750	19961002182500	EST	1	1	89	2	
02146750	19961002183000	EST	1	1	88	2	
02146750	19961002183500	EST	1	1	88	2	
02146750	19961002184000	EST	1	1	88	2	
02146750	19961002184500	EST	1	1	88	2	
02146750	19961002185000	EST	1	1	88	2	
02146750	19961002185500	EST	1	1	88	2	
02146750	19961002190000	EST	1	1	88	2	
02146750	19961002190500	EST	1	1	88	2	
02146750	19961002191000	EST	1	1	88	2	
02146750	19961002191500	EST	1	1	89	2	
02146750	19961002192000	EST	1	1	89	2	
02146750	19961002192500	EST	1	1	89	2	
02146750	19961002193000	EST	1	1	89	2	
02146750	19961002193500	EST	1	1	89	2	
02146750	19961002194000	EST	1	1	89	2	
02146750	19961002194500	EST	1	1	89	2	
02146750	19961002195000	EST	1	1	89	2	
02146750	19961002195500	EST	1	1	89	2	
02146750	19961002200000	EST	1	1	89	2	
02146750	19961002200500	EST	1	1	89	2	
02146750	19961002201000	EST	1	1	89	2	
02146750	19961002201500	EST	1	1	89	2	
02146750	19961002202000	EST	1	1	89	2	
02146750	19961002202500	EST	1	1	89	2	
02146750	19961002203000	EST	1	1	89	2	
02146750	19961002203500	EST	1	1	89	2	
02146750	19961002204000	EST	1	1	89	2	
02146750	19961002204500	EST	1	1	89	2	
02146750	19961002205000	EST	1	1	88	2	
02146750	19961002205500	EST	1	1	87	2	
02146750	19961002210000	EST	1	1	85	2	
02146750	19961002210500	EST	1	1	84	2	
02146750	19961002211000	EST	1	1	83	2	
02146750	19961002211500	EST	1	1	82	2	
02146750	19961002212000	EST	1	1	82	2	
02146750	19961002212500	EST	1	1	82	2	
02146750	19961002213000	EST	1	1	82	2	
02146750	19961002213500	EST	1	1	82	2	
02146750	19961002214000	EST	1	1	82	2	
02146750	19961002214500	EST	1	1	83	2	
02146750	19961002215000	EST	1	1	83	2	
02146750	19961002215500	EST	1	1	83	2	
02146750	19961002220000	EST	1	1	83	2	
02146750	19961002220500	EST	1	1	83	2	
02146750	19961002221000	EST	1	1	83	2	
02146750	19961002221500	EST	1	1	83	2	
02146750	19961002222000	EST	1	1	83	2	
02146750	19961002222500	EST	1	1	83	2	
02146750	19961002223000	EST	1	1	84	2	
02146750	19961002223500	EST	1	1	84	2	
02146750	19961002224000	EST	1	1	84	2	
02146750	19961002224500	EST	1	1	84	2	
02146750	19961002225000	EST	1	1	84	2	
02146750	19961002225500	EST	1	1	84	2	
02146750	19961002230000	EST	1	1	83	2	
02146750	19961002230500	EST	1	1	82	2	
